Transcript ID	Gene name	Poly(A) tags	Mean TL	Median TL	10th %ile, TL	25th %ile, TL	75th %ile, TL	90th %ile, TL	mRNA RPKM	RPF RPKM	log2(TE)
ENSDART00000049448	ERO1LB	65	24.2	22.2	2.6	10.8	35.4	51.7	NA	NA	NA
ENSDART00000125259	melk	218	12.2	7.4	-2.4	2.8	13.2	25.4	13.61	4.08	-1.73802600953
ENSDART00000101274	zgc:153981	1	6.3	6.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000099479	crfb4	18	21.1	19.2	6.1	6.7	34.6	39.3	NA	NA	NA
ENSDART00000015655	tecrl2	38	34.3	29.7	5.5	14.8	55.9	65.3	NA	NA	NA
ENSDART00000004585	clptm1l	188	34.3	29.6	7.2	16.7	46.5	64.6	18.13	12.96	-0.48431320686
ENSDART00000125251	dnal1	57	22.3	20.0	7.8	10.2	25.5	40.0	NA	NA	NA
ENSDART00000099476	fam174b	99	20.9	18.5	4.7	11.4	28.8	40.4	NA	NA	NA
ENSDART00000099477	rorab	6	11.3	14.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000039847	chchd4	315	37.9	33.7	11.0	20.5	49.5	73.6	NA	NA	NA
ENSDART00000099473	msi2a	53	31.4	23.2	3.0	14.1	51.2	69.1	NA	NA	NA
ENSDART00000143782	si:ch211-226h8.13	1	10.3	10.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000109257	RASGRF1	1	37.0	37.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000083062	ints1	215	58.9	51.6	15.6	29.4	84.8	114.2	11.98	45.42	1.92269979792
ENSDART00000143781	EIF1B	1080	68.4	60.0	22.2	38.4	91.0	125.9	965.44	2190.12	1.18175141273
ENSDART00000109252	nudt5	89	71.5	68.2	17.8	34.5	108.8	130.0	NA	NA	NA
ENSDART00000143784	doc2d	2	10.9	10.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000083068	mlec	232	53.0	35.9	6.2	13.7	87.0	136.4	59.19	153.73	1.3769733687
ENSDART00000057290	prpf38a	138	39.3	32.2	10.9	18.3	57.1	74.9	124.96	143.67	0.201292482815
ENSDART00000091662	noc2l	150	27.0	23.2	5.7	13.8	37.1	57.5	25.3	39.94	0.658696947862
ENSDART00000109258	ck2b	191	35.7	30.5	4.5	12.8	52.9	77.0	39.56	181.73	2.19968226821
ENSDART00000109259	smarcc1a	338	124.7	131.2	58.8	103.6	155.6	174.2	45.27	287.47	2.66678419441
ENSDART00000003801	crsp7	678	18.3	15.3	3.9	8.3	24.5	38.2	NA	NA	NA
ENSDART00000008854	wsb1	188	15.1	12.4	1.2	6.3	21.8	32.4	NA	NA	NA
ENSDART00000079600	minpp1a	12	28.9	28.5	7.9	15.2	40.4	49.0	NA	NA	NA
ENSDART00000146902	tmem106ba	27	47.6	41.4	18.2	28.9	65.4	78.5	NA	NA	NA
ENSDART00000097494	hint2	78	36.7	29.5	12.2	20.4	47.3	71.2	NA	NA	NA
ENSDART00000114148	casc4	138	43.8	40.7	12.5	22.4	61.0	81.6	33.69	17.65	-0.932652244963
ENSDART00000148816	si:ch1073-391i24.1	59	29.6	25.6	6.1	12.9	41.2	54.2	NA	NA	NA
ENSDART00000127907	wu:fc34e06	6	20.5	16.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000089609	skiv2l	115	24.5	21.2	9.0	15.0	30.8	43.2	13.23	6.19	-1.09580174706
ENSDART00000113304	FRRS1	52	93.7	103.7	16.3	52.6	134.2	151.8	NA	NA	NA
ENSDART00000089603	golga7ba	16	25.0	20.3	8.7	11.9	35.9	45.6	NA	NA	NA
ENSDART00000152096	stra6	67	19.2	14.4	5.8	8.5	25.7	35.8	NA	NA	NA
ENSDART00000144375	fgf11a	9	47.8	45.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000153218	OXLD1	1	2.0	2.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000004588	asic1a	5	19.5	15.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000127624	nkx6.2	19	20.9	16.4	8.2	13.0	29.2	39.5	NA	NA	NA
ENSDART00000089605	TBC1D8B	106	28.5	24.4	6.5	17.5	36.2	53.7	NA	NA	NA
ENSDART00000131048	si:ch211-113a14.26	17	4.9	3.1	-7.7	-0.6	11.1	18.0	NA	NA	NA
ENSDART00000085150	EML6	6	22.4	15.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000101319	zgc:162396	25	38.2	31.9	11.1	17.1	43.8	85.0	NA	NA	NA
ENSDART00000128334	lpcat2	2	17.9	17.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000131046	CU694324.1	13	18.7	19.3	5.4	10.2	26.2	30.3	NA	NA	NA
ENSDART00000034109	coq3	280	20.2	16.7	4.5	9.8	26.0	40.8	NA	NA	NA
ENSDART00000131042	ildr1a	367	29.1	23.7	6.3	13.0	40.5	56.4	34.87	40.9	0.230114479052
ENSDART00000104999	ccdc85ca	10	18.8	23.8	3.5	10.0	28.1	30.3	NA	NA	NA
ENSDART00000099782	mrpl14	263	17.8	15.3	5.6	9.7	21.5	33.4	NA	NA	NA
ENSDART00000006983	KAT5	89	17.5	14.8	5.4	9.1	25.9	35.7	8.39	5.92	-0.503073634811
ENSDART00000003752	cct3	410	17.8	13.5	2.5	7.0	24.1	38.7	72.22	40.4	-0.838043127309
ENSDART00000078951	MANEAL	14	19.3	13.3	8.9	10.0	24.9	37.1	NA	NA	NA
ENSDART00000110005	cdhr1a	1	55.5	55.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000126608	fam60a	10	22.5	21.1	8.2	10.7	27.6	44.9	NA	NA	NA
ENSDART00000054015	gpc2	3	24.2	12.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000126694	sepw2b	13	37.1	24.6	11.4	15.5	41.9	83.0	NA	NA	NA
ENSDART00000133576	nmnat1	52	22.8	17.0	6.2	10.6	32.0	47.8	32.5	59.64	0.87584053948
ENSDART00000076807	cnot6l	10	28.5	36.0	6.4	14.3	42.2	47.4	NA	NA	NA
ENSDART00000011936	CCDC106	168	42.2	35.6	9.3	17.4	64.3	86.0	NA	NA	NA
ENSDART00000011931	ruvbl1	418	44.8	39.3	8.8	21.3	64.2	86.8	91.18	309.31	1.76226416223
ENSDART00000076800	znhit1	308	13.2	11.2	1.6	5.7	17.5	27.1	NA	NA	NA
ENSDART00000152193	mms19	124	29.9	25.0	8.0	14.5	40.9	56.7	15.08	15.74	0.0617991122388
ENSDART00000121795	nfixa	8	31.9	18.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000062324	h2afvb	1030	134.8	143.7	60.7	113.0	167.4	184.2	231.91	2300.67	3.31041712761
ENSDART00000046045	il6st	8	43.4	39.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000024832	stat5.1	5	15.3	14.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000083066	asphd2	17	50.6	45.9	19.3	29.4	67.1	89.7	NA	NA	NA
ENSDART00000050831	chac2	40	29.6	25.9	11.5	14.4	35.8	58.3	NA	NA	NA
ENSDART00000129356	CR478286.1	202	22.9	18.6	4.9	11.2	27.8	40.5	35.47	6.6	-2.42606140069
ENSDART00000052097	hrsp12	67	30.1	29.2	8.8	17.6	39.9	53.4	NA	NA	NA
ENSDART00000128595	pola1	177	24.9	19.3	3.9	9.1	38.1	51.9	23.69	17.33	-0.45100654408
ENSDART00000049918	trim35-27	58	26.3	25.0	8.5	15.4	35.3	42.5	NA	NA	NA
ENSDART00000131625	NISCH	45	44.4	43.1	8.2	17.6	60.8	87.0	NA	NA	NA
ENSDART00000042200	aldoab	1	8.7	8.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000128843	bcl2	1	23.7	23.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000139037	pgls	125	23.5	18.8	8.6	13.8	32.3	42.2	NA	NA	NA
ENSDART00000128841	pip5k1cb	2	4.5	4.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000128599	CR352229.2	84	15.1	12.9	3.5	7.3	19.6	28.9	NA	NA	NA
ENSDART00000139033	lrp1bb	2	30.3	30.3	NA	NA	NA	NA	NA	NA	NA
ENSDART00000128845	pla2g12a	24	19.3	18.5	-2.2	5.0	28.1	41.1	NA	NA	NA
ENSDART00000129429	si:dkey-119m7.4	2	25.7	25.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000145039	si:ch211-145o7.3	4	20.9	23.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000087293	kcnc4	8	16.8	18.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000113036	zgc:163143	161	16.0	13.2	1.8	7.1	22.3	30.8	NA	NA	NA
ENSDART00000145789	fbxo41	2	5.4	5.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000114022	slitrk5b	4	31.4	17.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000005985	smo	13	32.8	21.8	8.1	12.3	41.8	62.3	NA	NA	NA
ENSDART00000098788	sema6dl	2	50.2	50.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000005989	dffb	54	34.5	27.4	6.6	14.0	44.4	71.5	NA	NA	NA
ENSDART00000110224	MON1B	370	20.8	17.7	4.8	9.5	28.9	40.4	NA	NA	NA
ENSDART00000100698	ercc8	45	40.3	36.5	11.4	18.2	60.1	75.5	15.59	4.76	-1.71158744939
ENSDART00000007079	asna1	293	30.3	24.8	6.2	13.5	41.5	61.6	40.01	38.85	-0.0424460300505
ENSDART00000124124	TGIF2	76	42.4	22.4	-3.9	9.1	78.1	111.9	24.36	550.74	4.49878535623
ENSDART00000124127	CU179643.1	1	15.5	15.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000050863	zgc:101858	15	21.1	16.6	6.7	11.6	28.0	37.8	NA	NA	NA
ENSDART00000098433	trpm7	257	50.9	43.7	8.6	19.9	75.6	105.3	22.1	13.19	-0.744601805027
ENSDART00000081966	rtn4a	1177	25.9	17.6	4.3	9.8	35.7	58.5	61.71	124.79	1.01592612931
ENSDART00000081969	zgc:123349	25	32.1	22.2	6.2	16.8	37.7	79.3	NA	NA	NA
ENSDART00000080062	CR954145.1	6	12.8	12.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000149520	mcl1b	203	35.2	29.1	7.7	16.4	46.6	76.5	186.66	211.59	0.18085864484
ENSDART00000149521	eef2k	4	20.8	26.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000098439	ube2d4	77	19.3	16.6	4.5	9.1	26.1	36.6	NA	NA	NA
ENSDART00000098438	spg7	74	31.7	25.0	5.7	12.5	46.0	62.0	29.34	18.87	-0.636774448073
ENSDART00000090200	snapin	65	24.1	20.6	5.6	13.2	30.2	46.9	NA	NA	NA
ENSDART00000103845	eno4	1	29.6	29.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000090754	C18H16orf70	90	45.4	33.5	8.7	20.2	68.7	96.6	NA	NA	NA
ENSDART00000099021	dock8	23	27.7	19.7	9.3	13.3	32.4	63.3	NA	NA	NA
ENSDART00000063329	cux1b	44	44.1	32.5	8.7	18.7	69.6	94.7	7.61	22.41	1.55817429001
ENSDART00000063492	ppm1ab	116	37.2	32.2	6.8	13.5	54.7	79.0	NA	NA	NA
ENSDART00000087740	C11H1orf106	10	24.0	19.7	7.5	9.2	27.2	45.6	NA	NA	NA
ENSDART00000067666	tmed7	494	37.7	30.8	9.3	17.8	50.3	77.1	58.1	115.84	0.995523438791
ENSDART00000105064	TXNDC16	15	19.3	16.1	11.3	12.7	24.7	33.1	NA	NA	NA
ENSDART00000015277	gpx1b	10	83.6	75.5	59.7	68.3	98.1	116.3	NA	NA	NA
ENSDART00000113964	POLR2E	75	18.5	15.2	5.1	9.3	26.7	36.5	NA	NA	NA
ENSDART00000105168	si:ch211-133n4.4	3	80.5	79.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000149938	fes	4	30.7	29.7	NA	NA	NA	NA	NA	NA	NA
ENSDART00000101601	cth1	4313	50.3	41.9	9.4	20.6	72.5	103.5	362.69	2148.14	2.56627914733
ENSDART00000026885	phc3	11	23.9	23.8	10.4	14.7	31.5	39.0	NA	NA	NA
ENSDART00000026085	ptges	3	12.6	9.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000012357	sav1	513	18.7	14.8	3.7	8.5	23.1	36.8	NA	NA	NA
ENSDART00000100190	ces2	1	10.4	10.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000012603	drd4a	7	13.0	12.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000012600	galk2	117	17.0	15.4	3.0	7.5	22.7	35.4	22.16	7.04	-1.65431054741
ENSDART00000007271	mtfr1l	98	16.5	12.9	-0.2	5.1	26.0	36.4	22.42	24.6	0.133872037421
ENSDART00000012604	pdzk1ip1l	3	42.2	47.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000132028	pitpnaa	509	14.8	11.9	1.3	5.9	20.7	30.7	NA	NA	NA
ENSDART00000099979	smad4	184	40.5	30.3	4.8	16.1	60.4	98.2	NA	NA	NA
ENSDART00000009507	gatsl2	118	81.4	87.3	10.6	26.5	121.6	152.4	17.36	184.38	3.40884331987
ENSDART00000007584	snap25a	7	19.2	18.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000064311	arhgdia	396	28.2	22.1	5.1	13.0	38.3	58.6	NA	NA	NA
ENSDART00000064866	prkab1a	16	51.5	42.8	21.6	23.1	68.0	91.5	NA	NA	NA
ENSDART00000059041	h1m	321	45.3	35.7	9.9	19.3	64.2	92.2	1866.47	4678.37	1.32569364495
ENSDART00000064312	ms4a17a.7	2	15.1	15.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000101861	tcea1	158	73.6	73.2	11.8	31.7	103.7	140.6	55.29	584.51	3.40213723029
ENSDART00000133998	ptplb	18	24.3	16.4	1.7	2.8	39.8	61.0	NA	NA	NA
ENSDART00000123312	SH2D4A	32	28.4	22.9	5.0	12.5	38.5	63.6	NA	NA	NA
ENSDART00000066471	adam8b	8	34.1	28.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000123314	ankrd46a	19	48.2	41.9	7.2	24.6	70.2	99.5	NA	NA	NA
ENSDART00000123319	gpm6bb	77	41.2	31.7	4.5	17.0	57.9	92.0	NA	NA	NA
ENSDART00000016271	ilvbl	156	29.9	25.0	7.2	13.5	43.5	59.5	18.49	29.09	0.653778071696
ENSDART00000133997	armc8	104	17.9	14.5	3.9	7.3	23.0	33.9	NA	NA	NA
ENSDART00000130879	st3gal3a	171	39.5	35.9	11.4	20.2	56.9	73.9	NA	NA	NA
ENSDART00000111175	CUTA	127	22.5	15.8	4.8	9.2	28.8	48.9	NA	NA	NA
ENSDART00000036891	rabac1	232	36.8	28.5	5.9	14.2	51.4	82.7	NA	NA	NA
ENSDART00000055567	gnrhr4	4	15.9	17.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000055564	rprd1b	165	37.9	30.9	7.2	14.7	52.3	81.9	36.88	77.75	1.07600401948
ENSDART00000085371	rfk	24	28.0	24.0	7.8	14.2	37.9	54.7	NA	NA	NA
ENSDART00000130876	ap3m1	15	63.0	43.5	17.4	27.0	77.6	136.6	NA	NA	NA
ENSDART00000039629	celf3a	59	26.7	21.2	3.8	10.0	37.9	55.7	NA	NA	NA
ENSDART00000052240	psmg2	89	18.2	15.8	2.6	7.5	25.8	40.1	NA	NA	NA
ENSDART00000112854	gapvd1	341	23.8	16.7	4.4	9.2	28.9	52.4	NA	NA	NA
ENSDART00000110514	prr12a	363	25.1	20.5	7.1	12.5	32.5	48.4	33.76	4.93	-2.77565535233
ENSDART00000112850	mettl20	16	17.8	15.1	2.1	10.5	23.4	35.5	NA	NA	NA
ENSDART00000112853	appl2	13	39.3	28.0	9.7	15.7	60.4	79.5	NA	NA	NA
ENSDART00000019252	fbxw11b	1330	27.0	21.5	5.6	12.0	37.4	56.9	67.0	52.0	-0.365649472317
ENSDART00000026264	kif13ba	70	47.1	38.2	7.0	18.2	63.0	93.7	14.72	21.51	0.547229853366
ENSDART00000122374	ints10	202	20.9	15.9	5.4	9.7	27.5	44.0	18.37	6.37	-1.52798634886
ENSDART00000125412	fbxo45	139	80.6	73.0	30.0	50.9	101.3	130.7	NA	NA	NA
ENSDART00000125413	xrn1	82	72.1	72.2	5.2	32.9	113.9	133.9	9.48	157.7	4.05615179078
ENSDART00000122370	agxt2	2	12.6	12.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000134978	nckap5l	183	21.2	17.9	1.4	7.4	28.3	46.5	7.92	3.96	-1.0
ENSDART00000134976	si:ch73-382f3.1	392	28.8	25.3	8.7	15.7	39.5	54.5	NA	NA	NA
ENSDART00000134975	zgc:101569	104	26.1	23.9	5.6	18.3	32.5	42.8	NA	NA	NA
ENSDART00000078058	NCAM2	7	22.0	21.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000126927	taf1	377	16.5	14.4	2.4	7.5	24.3	34.7	44.93	5.18	-3.11665505884
ENSDART00000115088	birc5a	728	16.1	13.9	3.1	7.8	21.9	32.5	99.55	10.89	-3.19241736189
ENSDART00000142569	specc1lb	104	44.6	33.6	8.5	15.2	57.9	101.6	NA	NA	NA
ENSDART00000108609	rnd3a	3	43.6	43.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000115081	agpat3	55	31.9	28.1	7.9	15.0	43.5	60.9	NA	NA	NA
ENSDART00000115086	si:dkey-92i15.4	38	29.1	25.8	5.5	12.4	42.2	62.3	NA	NA	NA
ENSDART00000115085	lrig1	64	36.1	28.2	6.4	14.0	50.5	78.8	NA	NA	NA
ENSDART00000103640	hey1	4	30.8	24.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000103645	tmem181	160	19.2	15.7	3.6	8.5	26.1	40.1	NA	NA	NA
ENSDART00000103644	fbxl18	266	32.6	29.1	11.7	18.4	44.0	56.2	22.88	19.22	-0.251478716005
ENSDART00000135620	hmgn3	4	35.3	24.8	NA	NA	NA	NA	NA	NA	NA
ENSDART00000047008	efhd2	290	84.2	78.6	13.0	30.5	137.2	160.6	19.96	307.78	3.94671586046
ENSDART00000111710	EDEM3	20	36.8	29.2	13.8	19.4	55.1	77.3	NA	NA	NA
ENSDART00000108501	rnf213a	0	NA	NA	NA	NA	NA	NA	3.18	2.72	-0.225420114034
ENSDART00000108856	CR382327.2	1	15.0	15.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000108855	si:dkey-188i13.7	333	21.1	17.4	4.4	10.0	26.4	43.1	NA	NA	NA
ENSDART00000081191	sass6	437	20.6	15.1	3.6	7.6	25.6	43.2	55.09	47.39	-0.217207801932
ENSDART00000151037	abi2b	243	49.3	38.7	8.1	17.4	72.8	108.9	12.77	51.21	2.00366703405
ENSDART00000061098	BX663520.1	1	13.4	13.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000030934	kcnk5a	54	23.0	18.7	8.9	11.3	32.7	44.7	NA	NA	NA
ENSDART00000055194	actb2	3908	27.6	23.1	7.0	13.4	37.2	53.8	295.82	246.5	-0.26313194784
ENSDART00000089596	tmem168b	112	37.0	33.5	9.3	15.7	56.6	70.4	28.67	8.64	-1.73043868708
ENSDART00000032344	nup35	667	79.1	80.4	28.0	50.0	106.6	126.8	31.69	563.83	4.15316067735
ENSDART00000081747	CU019624.1	98	27.6	22.7	3.1	10.5	36.3	57.9	NA	NA	NA
ENSDART00000140200	topbp1	120	22.9	20.6	3.6	8.7	33.1	44.4	35.91	16.44	-1.12717535398
ENSDART00000077608	im:7149628	2	13.5	13.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000081035	slc25a26	108	26.5	19.4	5.8	10.5	36.0	61.0	NA	NA	NA
ENSDART00000081741	rab25a	2	15.2	15.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000081039	sb:cb252	3	11.2	9.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000147529	batf3	68	22.0	20.7	7.4	13.5	27.8	38.3	NA	NA	NA
ENSDART00000122194	pid1	13	18.2	19.6	5.2	11.3	25.5	26.3	NA	NA	NA
ENSDART00000037850	dync1li2	129	34.9	22.5	3.0	8.8	47.7	87.6	NA	NA	NA
ENSDART00000055252	C3H19orf52	208	14.1	12.9	1.4	8.0	18.8	25.9	31.47	2.19	-3.8449744037
ENSDART00000018981	srp72	341	23.4	18.2	4.0	10.0	31.9	48.9	56.15	40.8	-0.460716870429
ENSDART00000035724	FP928982.1	186	19.7	17.0	4.0	8.7	27.2	40.3	NA	NA	NA
ENSDART00000078387	pecr	15	16.0	9.3	-0.3	8.1	18.3	42.3	NA	NA	NA
ENSDART00000104346	mkrn4	1828	42.0	31.5	7.0	16.2	57.7	95.1	329.86	1555.52	2.23747119708
ENSDART00000103425	st7l	48	24.7	24.2	8.7	15.6	31.9	42.2	NA	NA	NA
ENSDART00000133370	macrod2	52	32.3	21.9	11.0	13.6	39.4	53.8	NA	NA	NA
ENSDART00000133371	pou2f2a	15	30.8	30.7	4.6	11.1	47.9	58.2	NA	NA	NA
ENSDART00000033914	mbd1	281	25.2	19.5	3.5	10.0	34.9	53.2	56.9	28.48	-0.998479506228
ENSDART00000106569	si:ch211-266d19.4	28	24.6	22.7	5.7	10.9	31.7	39.4	9.08	7.08	-0.358942937208
ENSDART00000141471	hars	190	43.0	39.5	13.3	22.7	60.7	82.0	62.75	39.78	-0.657572182892
ENSDART00000133379	hist2h3c	21	6.9	7.3	-7.0	-0.7	12.5	26.3	NA	NA	NA
ENSDART00000088185	CU634009.1	2	37.2	37.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000114850	blzf1	510	96.2	101.8	24.4	64.0	131.2	152.8	NA	NA	NA
ENSDART00000035725	pane1	408	32.6	29.6	11.0	18.2	42.8	57.9	NA	NA	NA
ENSDART00000029894	wdr26b	98	86.4	86.5	20.8	40.8	127.7	150.5	NA	NA	NA
ENSDART00000033746	gins2	1327	11.9	9.7	1.6	5.4	16.1	23.6	NA	NA	NA
ENSDART00000004779	MAD2L1BP	165	50.6	45.0	10.8	24.6	72.9	97.3	25.83	164.09	2.667367772
ENSDART00000061232	ndst3	3	27.6	19.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000014727	ddx39aa	990	102.2	106.4	44.0	77.9	130.4	149.4	112.01	858.85	2.93877864498
ENSDART00000004771	poc1b	153	29.6	23.7	5.8	14.6	40.9	61.5	NA	NA	NA
ENSDART00000021396	ldlrap1a	572	11.8	9.4	2.1	5.3	16.3	24.4	NA	NA	NA
ENSDART00000014729	arpc1a	257	37.3	28.7	7.1	17.1	52.6	74.3	110.01	70.27	-0.646653868209
ENSDART00000093052	HIPK1	263	46.9	41.1	9.0	22.6	71.4	96.7	23.6	40.15	0.766613128155
ENSDART00000045614	slc25a36b	228	20.1	17.9	5.4	11.4	26.8	37.0	NA	NA	NA
ENSDART00000102827	lepre1	1	-11.1	-11.1	NA	NA	NA	NA	NA	NA	NA
ENSDART00000074729	UACA	54	62.9	39.4	3.6	14.7	114.6	145.1	25.6	130.96	2.35491051159
ENSDART00000131838	si:dkey-174n20.1	54	26.0	22.7	9.3	14.3	30.7	52.5	NA	NA	NA
ENSDART00000056712	etfdh	1	46.0	46.0	NA	NA	NA	NA	NA	NA	NA
ENSDART00000131834	gng7	38	29.2	22.0	8.0	13.4	38.0	57.7	NA	NA	NA
ENSDART00000131837	chd8	124	51.8	35.6	8.2	22.7	75.8	114.2	33.43	115.54	1.78917713972
ENSDART00000131836	cryz	6	13.7	8.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000010452	zgc:91860	33	15.9	12.4	4.6	8.2	21.3	33.9	NA	NA	NA
ENSDART00000103052	zgc:158320	61	11.5	9.0	-0.2	4.3	18.3	26.2	NA	NA	NA
ENSDART00000126501	CNST	11	37.9	23.4	3.9	12.7	48.5	78.6	NA	NA	NA
ENSDART00000074231	CLDND1	64	34.1	25.3	3.6	9.6	51.6	81.3	NA	NA	NA
ENSDART00000126505	C3H16orf52	67	37.8	27.1	3.0	11.9	51.4	97.0	NA	NA	NA
ENSDART00000074235	tmed8	28	17.5	18.7	3.1	9.7	21.6	30.1	NA	NA	NA
ENSDART00000027026	ambp	1	7.5	7.5	NA	NA	NA	NA	NA	NA	NA
ENSDART00000138696	g6pd	25	42.9	33.0	2.4	4.4	91.9	102.2	NA	NA	NA
ENSDART00000008115	hsd3b2	75	21.0	18.3	5.3	11.9	26.2	38.8	17.1	5.3	-1.68993206032
ENSDART00000067583	sidt2	78	58.3	55.5	10.2	32.6	81.3	97.2	6.13	8.9	0.537918262163
ENSDART00000054574	polr1e	497	12.4	11.2	1.4	5.5	17.4	23.8	51.82	1.56	-5.05389108132
ENSDART00000054575	tmem192	62	79.1	77.0	12.5	28.7	123.3	145.3	NA	NA	NA
ENSDART00000106442	zgc:174563	54	36.8	34.9	14.2	19.2	50.1	66.5	NA	NA	NA
ENSDART00000146123	elavl1	324	65.0	49.6	11.0	24.6	98.9	139.2	35.35	820.27	4.53631674513
ENSDART00000146122	EVA1A	504	23.5	17.6	3.7	8.4	31.5	52.7	135.07	192.33	0.509876537057
ENSDART00000146125	ttc3	141	24.4	20.2	4.4	9.1	36.0	48.0	43.31	17.54	-1.30405142462
ENSDART00000146124	CCDC117	222	40.9	35.8	9.3	19.4	57.3	80.0	NA	NA	NA
ENSDART00000133743	camkk1	14	27.5	28.0	4.9	16.1	32.2	41.9	NA	NA	NA
ENSDART00000079104	ndufs6	195	12.2	10.0	1.7	4.6	16.3	25.5	NA	NA	NA
ENSDART00000059533	wipi1	14	31.9	23.1	10.1	16.8	40.9	63.3	NA	NA	NA
ENSDART00000092682	agfg1b	37	18.8	14.7	6.1	11.2	22.3	38.1	NA	NA	NA
ENSDART00000131087	galt	20	60.3	57.6	30.3	50.0	71.8	84.3	NA	NA	NA
ENSDART00000132112	tmem176l.1	176	41.5	38.6	10.4	24.9	57.0	71.3	NA	NA	NA
ENSDART00000067586	chchd6b	286	16.8	12.8	2.8	6.8	19.8	34.8	59.59	6.4	-3.21892643723
ENSDART00000079139	ctcf	174	31.1	24.4	2.2	12.2	45.3	69.2	60.83	366.86	2.59237470187
ENSDART00000073712	tmem187	3	45.2	42.9	NA	NA	NA	NA	NA	NA	NA
ENSDART00000080289	prrc2c	49	39.4	32.1	4.0	17.2	52.6	83.6	15.68	28.33	0.853405042263
ENSDART00000004108	xpo4	149	55.5	49.7	13.1	23.0	80.4	103.7	20.33	135.72	2.73895121487
ENSDART00000083296	ZNF423	57	26.8	22.2	8.8	16.2	33.5	50.2	NA	NA	NA
ENSDART00000083294	nol6	228	25.2	21.3	4.6	11.5	34.7	47.1	26.01	35.62	0.453621117159
ENSDART00000102778	dlx6a	192	17.5	14.1	4.1	8.7	23.6	34.2	NA	NA	NA
ENSDART00000102779	errfi1	84	16.7	11.9	4.0	8.5	19.8	35.7	NA	NA	NA
ENSDART00000143577	slc6a13l	1	15.2	15.2	NA	NA	NA	NA	NA	NA	NA
ENSDART00000058910	sox19b	153	31.1	24.6	-0.3	7.8	45.6	64.8	NA	NA	NA
ENSDART00000058913	eif4a1a	858	71.7	66.3	12.4	31.5	109.8	137.3	127.91	1508.33	3.5597511396
ENSDART00000106061	CABZ01007222.1	2	73.4	73.4	NA	NA	NA	NA	NA	NA	NA
ENSDART00000041504	tescb	24	28.3	18.5	6.7	11.3	31.2	38.0	NA	NA	NA
ENSDART00000114844	CABZ01080599.1	4	77.8	74.6	NA	NA	NA	NA	NA	NA	NA
ENSDART00000149042	si:dkey-87o1.2	275	24.0	22.4	5.8	12.1	32.3	45.4	74.5	20.32	-1.87434002346
ENSDART00000114841	add2	8	16.7	14.3	NA	NA	NA	NA	NA	NA	NA
